iso2,year,disease
LS,2004,4272
LS,2005,4280
LS,2006,4024
LS,2007,788
LS,2008,3862
LT,1993,688
LT,1995,979
LT,1996,1121
LT,1997,1200
LT,1998,787
LT,1999,787
LT,2000,776
LT,2001,935
LT,2002,822
LT,2003,912
LT,2004,863
LT,2005,964
LT,2006,1029
LT,2007,925
LT,2008,884
LU,1996,29
LU,1997,31
LU,1998,24
LU,2000,21
LU,2001,11
LU,2002,17
LU,2003,31
LU,2004,20
LU,2005,14
LU,2006,22
LU,2007,0
LU,2008,0
LV,1993,470
LV,1995,504
LV,1996,575
LV,1997,634
LV,1998,668
LV,1999,588
LV,2000,637
LV,2001,661
LV,2002,636
LV,2003,641
LV,2004,582
LV,2005,536
LV,2006,498
LV,2007,478
LV,2008,400
LY,1996,515
LY,1999,803
LY,2000,607
LY,2002,722
LY,2003,764
LY,2004,872
LY,2005,860
LY,2006,745
LY,2007,772
LY,2008,871
MA,1995,14171
MA,1996,14278
MA,1997,14134
MA,1998,13426
MA,1999,13420
MA,2000,12872
MA,2001,12804
MA,2002,12914
MA,2003,12842
MA,2004,12280
MA,2005,12757
MA,2006,12280
MA,2007,11937
MA,2008,11825
MC,1996,0
MC,1997,0
MC,1998,0
MC,1999,2
MC,2000,0
MC,2001,0
MC,2002,0
MD,1993,615
MD,1994,704
MD,1995,665
MD,1996,219
MD,1997,397
MD,1998,477
MD,1999,609
MD,2000,651
MD,2001,1060
MD,2002,1146
MD,2003,1214
MD,2004,1536
MD,2005,1696
MD,2006,1679
MD,2007,1610
MD,2008,1533
ME,2005,64
ME,2006,58
ME,2007,41
ME,2008,65
MG,1993,6881
MG,1994,7366
MG,1995,8026
MG,1996,8456
MG,1998,9639
MG,2001,11092
MG,2002,11387
MG,2003,12881
MG,2004,13526
MG,2005,13056
MG,2006,15613
MG,2007,15344
MG,2008,15391
MH,1993,12
MH,1996,12
MH,1998,11
MH,1999,17
MH,2000,11
MH,2001,15
MH,2002,18
MH,2003,20
MH,2004,39
MH,2005,48
MH,2006,45
MH,2007,19
MH,2008,28
MK,1995,319
MK,1996,209
MK,1997,192
MK,1998,179
MK,1999,122
MK,2000,167
MK,2001,164
MK,2002,200
MK,2003,200
MK,2004,200
MK,2005,178
MK,2006,178
MK,2007,200
MK,2008,188
ML,1994,1740
ML,1995,1866
ML,1996,2173
ML,1997,3178
ML,1998,2558
ML,1999,2690
ML,2000,2527
ML,2002,2757
ML,2003,3015
ML,2004,3069
ML,2005,3523
ML,2006,3802
ML,2007,3894
ML,2008,4734
MM,1994,946
MM,1995,8681
MM,1996,9716
MM,1997,9695
MM,1998,10089
MM,1999,11458
MM,2000,17254
MM,2001,21161
MM,2002,24162
MM,2003,27448
MM,2004,31408
MM,2005,36541
MM,2006,40241
MM,2007,42588
MM,2008,41248
MN,1980,0
MN,1982,0
MN,1983,0
MN,1984,0
MN,1985,0
MN,1986,0
MN,1987,0
MN,1988,0
MN,1989,0
MN,1990,0
MN,1992,0
MN,1993,0
MN,1994,145
MN,1995,455
MN,1996,769
MN,1997,1171
MN,1998,1356
MN,1999,1513
MN,2000,1389
MN,2001,1631
MN,2002,1670
MN,2003,1541
MN,2004,1808
MN,2005,1868
MN,2006,2129
MN,2007,1856
MN,2008,1838
MO,1993,108
MO,1995,141
MO,1996,258
MO,1997,325
MO,1998,276
MO,2000,160
MO,2001,157
MO,2002,147
MO,2003,138
MO,2004,128
MO,2005,136
MO,2006,144
MO,2007,138
MO,2008,139
MP,1995,14
MP,1996,26
MP,1997,21
MP,1998,26
MP,1999,15
MP,2000,27
MP,2001,19
MP,2002,21
MP,2003,16
MP,2004,14
MP,2005,15
MP,2006,15
MP,2007,14
MP,2008,13
MR,1995,2074
MR,1997,2519
MR,1998,1172
MR,1999,2051
MR,2000,1583
MR,2004,1662
MR,2005,1155
MR,2006,1486
MR,2007,1714
MR,2008,1605
MS,1994,0
MS,1998,1
MS,1999,2
MS,2000,0
MS,2001,0
MS,2002,0
MS,2003,1
MS,2004,0
MS,2005,1
MS,2006,0
MS,2007,1
MT,1993,13
MT,1994,6
MT,1995,5
MT,1996,5
MT,1997,3
MT,1998,6
MT,1999,9
MT,2000,5
MT,2001,3
MT,2002,5
MT,2003,2
MT,2004,2
MT,2005,5
MT,2006,4
MT,2007,8
MT,2008,15
MU,1995,113
MU,1996,99
MU,1997,112
MU,1998,109
MU,1999,122
MU,2000,115
MU,2001,85
MU,2002,86
MU,2003,99
MU,2004,117
MU,2005,110
MU,2006,85
MU,2007,86
MU,2008,85
MV,1993,126
MV,1994,125
MV,1995,114
MV,1996,106
MV,1997,95
MV,1998,88
MV,1999,88
MV,2000,65
MV,2001,59
MV,2002,60
MV,2003,68
MV,2004,66
MV,2005,66
MV,2006,53
MV,2007,59
MV,2008,53
MW,1985,2277
MW,1986,2874
MW,1987,3269
MW,1988,3166
MW,1989,3546
MW,1990,4301
MW,1991,4059
MW,1992,4630
MW,1993,5692
MW,1994,5988
MW,1995,6285
MW,1996,6703
MW,1997,7587
MW,1998,8765
MW,1999,8132
MW,2000,8260
MW,2001,8309
MW,2002,7703
MW,2003,7716
MW,2004,8566
MW,2005,8443
MW,2006,8166
MW,2007,7608
MW,2008,7627
MX,1993,8164
MX,1994,9726
MX,1995,9220
MX,1996,8495
MX,1997,15440
MX,1998,11473
MX,1999,11968
MX,2000,11676
MX,2001,15103
MX,2002,11555
MX,2003,12933
MX,2004,11214
MX,2005,11997
MX,2006,11874
MX,2007,11531
MX,2008,11903
MY,1993,6954
MY,1994,6861
MY,1995,6688
MY,1996,7271
MY,1997,7496
MY,1998,7802
MY,1999,8207
MY,2000,8156
MY,2001,8309
MY,2002,7958
MY,2003,7989
MY,2004,7843
MY,2005,8446
MY,2006,9414
MY,2007,9578
MY,2008,10441
MZ,1993,9526
MZ,1994,9677
MZ,1995,10566
MZ,1996,10478
MZ,1997,11116
MZ,1998,12116
MZ,1999,12825
MZ,2000,13257
MZ,2001,13967
MZ,2002,15236
MZ,2003,16138
MZ,2004,17058
MZ,2005,17877
MZ,2006,18275
MZ,2007,18214
MZ,2008,18824
-1,1995,697
-1,1996,2849
-1,1997,3220
-1,1998,3598
-1,1999,3760
-1,2000,4012
-1,2001,4535
-1,2002,4689
-1,2003,5487
-1,2004,5155
-1,2005,5222
-1,2006,5356
-1,2007,5091
-1,2008,4828
NC,1993,16
NC,1994,28
NC,1995,21
NC,1996,26
NC,1997,24
NC,1998,26
NC,1999,22
NC,2000,20
NC,2001,19
NC,2002,21
NC,2003,12
NC,2004,15
NC,2005,16
NC,2006,9
NC,2007,12
NC,2008,9
NE,1993,463
NE,1994,1865
NE,1995,1492
NE,1997,3452
NE,1998,3195
NE,1999,2631
NE,2000,3045
NE,2001,3476
NE,2002,3495
NE,2003,4505
NE,2004,4311
NE,2005,5050
NE,2006,5279
NE,2007,5773
NE,2008,5853
NG,1993,1723
NG,1995,9476
NG,1996,10662
NG,1997,11235
NG,1998,13161
NG,1999,15903
NG,2000,17423
NG,2001,23410
NG,2002,21936
NG,2003,28173
NG,2004,33755
NG,2005,35048
NG,2006,39903
NG,2007,44016
NG,2008,46026
NI,1993,1714
NI,1994,1615
NI,1995,1568
NI,1996,1722
NI,1997,1670
NI,1998,1648
NI,1999,1564
NI,2000,1471
NI,2001,1510
NI,2002,1320
NI,2003,1404
NI,2004,1327
NI,2005,1253
NI,2006,1285
NI,2007,1453
NI,2008,1394
NL,1993,1063
NL,1995,575
NL,1996,358
NL,1997,312
NL,1998,254
NL,1999,308
NL,2000,289
NL,2001,307
NL,2002,330
NL,2003,282
NL,2004,360
NL,2005,237
NL,2006,203
NL,2007,187
NL,2008,189
NO,1994,86
NO,1995,62
NO,1996,103
NO,1997,100
NO,1998,49
NO,1999,21
NO,2000,37
NO,2001,59
NO,2002,31
NO,2003,52
NO,2004,50
NO,2005,48
NO,2006,46
NO,2007,38
NO,2008,53
NP,1993,6679
NP,1994,10442
NP,1995,8591
NP,1996,10365
NP,1997,11323
NP,1998,11306
NP,1999,13410
NP,2000,13683
NP,2001,13683
NP,2002,13714
NP,2003,14348
NP,2004,14614
NP,2005,14617
NP,2006,14028
NP,2007,14355
NP,2008,14640
NR,1994,2
NR,1999,2
NR,2000,4
NR,2001,2
NR,2002,2
NR,2003,1
NR,2005,0
NR,2006,2
NR,2007,3
NR,2008,2
NU,1993,0
NU,1994,0
NU,1995,0
NU,1996,1
NU,1997,0
NU,1998,0
NU,1999,1
NU,2000,0
NU,2001,0
NU,2002,1
NU,2003,0
NU,2004,0
NU,2005,0
NU,2006,0
NU,2007,0
NZ,1993,91
NZ,1994,61
NZ,1995,78
NZ,1996,90
NZ,1997,83
NZ,1998,106
NZ,1999,94
NZ,2000,74
NZ,2001,68
NZ,2002,88
NZ,2003,106
NZ,2004,111
NZ,2005,83
NZ,2006,97
NZ,2007,81
NZ,2008,101
OM,1993,123
OM,1994,135
OM,1995,135
OM,1996,164
OM,1997,165
OM,1998,156
OM,1999,120
OM,2000,164
OM,2001,156
OM,2002,151
OM,2003,110
OM,2004,160
OM,2005,131
OM,2006,184
OM,2007,187
OM,2008,171
PA,1993,1046
PA,1994,748
PA,1995,1066
PA,1996,904
PA,1997,592
PA,1998,1393
PA,1999,432
PA,2000,460
PA,2001,671
PA,2002,773
PA,2003,778
PA,2004,884
PA,2005,860
PA,2006,858
PA,2007,833
PA,2008,829
PE,1993,35646
PE,1994,33925
PE,1995,32096
PE,1996,26800
PE,1997,27498
PE,1998,27707
PE,1999,24511
PE,2000,22580
PE,2001,21685
PE,2002,20533
PE,2003,18504
PE,2004,18289
PE,2005,18490
PE,2006,19251
PE,2007,17796
PE,2008,17989
PF,1994,38
PF,1996,37
PF,1997,41
PF,1998,34
PF,1999,33
PF,2000,29
PF,2001,0
PF,2002,28
PF,2003,21
PF,2004,30
PF,2005,21
PF,2006,24
PF,2007,19
PF,2008,20
PG,1995,1652
PG,1996,447
PG,1997,1195
PG,1998,2107
PG,1999,2140
PG,2000,1933
PG,2001,1351
PG,2002,1345
PG,2003,2310
PG,2004,1896
PG,2005,1805
PG,2006,1948
PG,2007,2087
PG,2008,2323
PH,1993,92279
PH,1994,87401
PH,1995,94768
PH,1996,86695
PH,1997,80163
PH,1998,69476
PH,1999,73373
PH,2000,67056
PH,2001,59341
PH,2002,65148
PH,2003,72670
PH,2004,78163
PH,2005,81647
PH,2006,85740
PH,2007,86566
PH,2008,85025
PK,1993,11020
PK,1995,2578
PK,1996,1849
PK,1998,14974
PK,1999,6248
PK,2000,3285
PK,2001,10935
PK,2002,16380
PK,2003,21301
PK,2004,31557
PK,2005,48319
PK,2006,65253
PK,2007,88747
PK,2008,100102
PL,1993,7606
PL,1994,4000
PL,1995,6955
PL,1996,6819
PL,1997,3497
PL,1998,3502
PL,1999,3177
PL,2000,3180
PL,2001,3155
PL,2002,3060
PL,2003,2983
PL,2004,2777
PL,2005,2823
PL,2006,2835
PL,2007,2827
PL,2008,2650
PR,1993,122
PR,1994,139
PR,1995,128
PR,1996,110
PR,1997,126
PR,1998,106
PR,1999,106
PR,2000,81
PR,2001,74
PR,2002,78
PR,2003,62
PR,2004,65
PR,2005,60
PR,2006,69
PR,2007,56
PR,2008,52
PS,1995,9
PS,1996,24
PS,1998,8
PS,2000,37
PS,2001,31
PS,2003,15
PS,2004,4
PS,2005,7
PS,2006,16
PS,2007,13
PS,2008,16
PT,1994,2072
PT,1995,2019
PT,1996,1938
PT,1997,1628
PT,1998,2016
PT,1999,1801
PT,2000,1863
PT,2001,2042
PT,2002,1976
PT,2003,1742
PT,2004,1514
PT,2005,1302
PT,2006,1300
PT,2007,1173
PT,2008,1053
PW,1993,8
PW,1994,11
PW,1995,9
PW,1996,4
PW,1997,7
PW,1999,20
PW,2002,9
PW,2003,5
PW,2004,5
PW,2005,3
PW,2006,6
PW,2007,5
PY,1990,993
PY,1991,943
PY,1992,862
PY,1993,985
PY,1994,873
PY,1995,748
PY,1996,894
PY,1997,859
PY,1998,850
PY,1999,1041
PY,2000,900
PY,2001,915
PY,2002,1004
PY,2003,1166
PY,2004,1199
PY,2005,1260
PY,2006,1452
PY,2007,1276
PY,2008,1345
QA,1995,60
QA,1996,46
QA,1997,39
QA,1998,69
QA,1999,58
QA,2000,53
QA,2001,77
QA,2002,64
QA,2003,95
QA,2004,73
QA,2005,96
QA,2006,115
QA,2007,116
QA,2008,201
RO,1993,9339
RO,1994,10385
RO,1995,10469
RO,1996,10359
RO,1997,11666
RO,1998,10841
RO,1999,10317
RO,2000,10202
RO,2001,11184
RO,2002,10703
RO,2003,10418
RO,2004,10888
RO,2005,10801
RO,2006,9814
RO,2007,9425
RO,2008,9511
RS,2005,1105
RS,2006,1136
RS,2007,1146
RS,2008,848
RU,1994,30389
RU,1995,37512
RU,1996,42534
RU,1997,42094
RU,1998,42219
RU,1999,21744
RU,2000,27467
RU,2001,26605
RU,2002,27865
RU,2003,28868
RU,2004,30890
RU,2005,32605
RU,2006,32335
RU,2007,33103
RU,2008,33949
RW,1995,1840
RW,1996,2034
RW,1997,2820
RW,1998,4417
RW,1999,4298
RW,2000,3681
RW,2001,3252
RW,2002,3956
RW,2003,4627
RW,2004,4179
RW,2005,4166
RW,2006,4220
RW,2007,4053
RW,2008,4173
SA,1993,800
SA,1997,1568
SA,1998,1644
SA,1999,1680
SA,2000,1595
SA,2001,1686
SA,2002,1674
SA,2003,1646
SA,2004,1683
SA,2005,1722
SA,2006,1914
SA,2007,1984
SA,2008,2108
SB,1993,155
SB,1994,114
SB,1995,109
SB,1996,90
SB,1997,113
SB,1998,140
SB,1999,93
SB,2000,109
SB,2001,118
SB,2002,108
SB,2003,138
SB,2004,152
SB,2005,169
SB,2006,124
SB,2007,142
SB,2008,140
SC,1993,2
SC,1995,6
SC,1996,11
SC,1997,13
SC,1998,9
SC,1999,10
SC,2000,11
SC,2001,12
SC,2002,9
SC,2003,5
SC,2004,13
SC,2005,8
SC,2008,4
SD,1994,3728
SD,1995,8761
SD,1996,8978
SD,1997,10835
SD,1998,10820
SD,1999,11047
SD,2000,12311
SD,2001,11136
SD,2002,10338
SD,2003,11003
SD,2004,12095
SD,2005,12730
SD,2006,12194
SD,2007,12627
SD,2008,10800
SE,1993,312
SE,1994,106
SE,1995,102
SE,1996,90
SE,1997,94
SE,1998,97
SE,1999,117
SE,2000,118
SE,2001,105
SE,2002,109
SE,2003,109
SE,2004,120
SE,2005,134
SE,2006,106
SE,2007,96
SE,2008,97
SG,1993,513
SG,1994,861
SG,1995,455
SG,1996,519
SG,1997,436
SG,1998,482
SG,1999,465
SG,2000,248
SG,2001,357
SG,2002,549
SG,2003,583
SG,2004,501
SG,2005,552
SG,2006,537
SG,2007,504
SG,2008,525
SI,1993,361
SI,1994,294
SI,1995,303
SI,1996,221
SI,1997,156
SI,1998,157
SI,1999,165
SI,2000,145
SI,2001,139
SI,2002,130
SI,2003,116
SI,2004,89
SI,2005,109
SI,2006,83
SI,2007,90
SI,2008,81
SK,1993,882
SK,1994,409
SK,1995,788
SK,1996,760
SK,1997,283
SK,1998,303
SK,1999,246
SK,2000,236
SK,2001,226
SK,2002,202
SK,2003,200
SK,2004,157
SK,2005,162
SK,2006,160
SK,2007,176
SK,2008,126
SL,1994,1408
SL,1995,1454
SL,1996,2234
SL,1997,2296
SL,1998,2262
SL,2000,2472
SL,2001,2692
SL,2002,2938
SL,2003,3113
SL,2004,3735
SL,2005,4370
SL,2006,4629
SL,2007,5347
SL,2008,5826
SM,1996,0
SM,1997,1
SM,1998,0
SM,1999,0
SM,2000,1
SM,2001,0
SM,2002,0
SM,2003,0
SM,2004,0
SN,1994,4599
SN,1995,5421
SN,1996,5949
SN,1997,5430
SN,1998,5454
SN,1999,5011
SN,2000,5823
SN,2001,6094
SN,2002,5796
SN,2003,6587
SN,2004,6437
SN,2005,6722
SN,2006,6882
SN,2007,7108
SN,2008,7584
SO,1994,1168
SO,1995,1572
SO,1996,2894
SO,1997,3093
SO,1998,3121
SO,1999,3461
SO,2000,3776
SO,2001,4640
SO,2002,4818
SO,2003,5190
SO,2004,6479
SO,2005,7068
SO,2006,6861
SO,2007,6130
SO,2008,6520
SR,1996,39
SR,1997,31
SR,1998,32
SR,1999,36
SR,2000,37
SR,2001,36
SR,2002,42
SR,2003,35
SR,2004,37
SR,2005,49
SR,2006,63
SR,2008,68
ST,1999,30
ST,2000,30
ST,2001,41
ST,2002,42
ST,2003,33
ST,2004,50
ST,2005,49
ST,2006,36
ST,2007,58
ST,2008,52
SV,1993,2471
SV,1994,2144
SV,1996,965
SV,1997,882
SV,1998,1071
SV,1999,1023
SV,2000,1008
SV,2001,1003
SV,2002,980
SV,2003,870
SV,2004,926
SV,2005,1059
SV,2006,913
SV,2007,942
SV,2008,985
SY,1995,1295
SY,1996,1523
SY,1997,1423
SY,1998,1593
SY,1999,1577
SY,2000,1584
SY,2001,1507
SY,2002,1447
SY,2003,1545
SY,2004,1561
SY,2005,1350
SY,2006,1352
SY,2007,1155
SY,2008,1116
SZ,1995,660
SZ,1996,2226
SZ,1999,1781
SZ,2000,1823
SZ,2001,1279
SZ,2002,1410
SZ,2003,1585
SZ,2004,1902
SZ,2005,2187
SZ,2006,2539
SZ,2007,2764
SZ,2008,3105
TC,1999,2
TC,2001,1
TC,2002,2
TC,2003,6
TC,2006,7
TD,1995,2002
TD,1996,870
TD,1999,2920
TD,2002,3519
TD,2003,3599
TD,2004,2270
TD,2005,2516
TD,2007,2513
TD,2008,3309
TG,1993,545
TG,1995,887
TG,1996,913
TG,1997,935
TG,1998,904
TG,1999,904
TG,2000,984
TG,2002,1203
TG,2003,1306
TG,2004,1608
TG,2005,1798
TG,2006,2131
TG,2007,1796
TG,2008,2234
TH,1994,20260
TH,1995,20273
TH,1996,16997
TH,1997,13214
TH,1998,7962
TH,1999,14934
TH,2000,17754
TH,2001,28363
TH,2002,25593
TH,2003,28459
TH,2004,28421
TH,2005,29762
TH,2006,29081
TH,2007,28487
TH,2008,28788
TJ,1995,1042
TJ,1996,232
TJ,1997,373
TJ,1998,435
TJ,1999,0
TJ,2000,434
TJ,2001,719
TJ,2002,687
TJ,2003,0
TJ,2004,1058
TJ,2005,1745
TJ,2006,2051
TJ,2007,2228
TJ,2008,2057
TK,1994,0
TK,1995,1
TK,1996,0
TK,1999,0
TK,2000,0
TK,2001,0
TK,2003,0
TK,2005,0
TK,2006,0
TK,2007,0
TK,2008,0
TL,2002,1090
TL,2003,1027
TL,2004,1014
TL,2005,1035
TL,2006,907
TL,2007,1021
TL,2008,867
TM,1993,472
TM,1995,544
TM,1996,557
TM,1997,764
TM,1998,790
TM,1999,964
TM,2000,1017
TM,2001,1243
TM,2002,1254
TM,2003,1197
TM,2004,1103
TM,2005,995
TM,2006,1155
TM,2007,1378
TM,2008,1331
TN,1993,1006
TN,1994,983
TN,1995,1243
TN,1996,1005
TN,1998,1196
TN,1999,1066
TN,2000,1099
TN,2001,1077
TN,2002,927
TN,2003,878
TN,2004,944
TN,2005,915
TN,2006,922
TN,2007,941
TN,2008,1005
TO,1993,16
TO,1994,17
TO,1995,9
TO,1996,14
TO,1997,11
TO,1998,16
TO,1999,10
TO,2000,15
TO,2001,8
TO,2002,23
TO,2003,11
TO,2004,8
TO,2005,11
TO,2006,14
TO,2007,14
TO,2008,11
TR,1995,4383
TR,1996,2816
TR,1997,3439
TR,1998,3692
TR,1999,4124
TR,2000,4315
TR,2001,4444
TR,2002,0
TR,2003,5816
TR,2004,5870
TR,2005,7450
TR,2006,7866
TR,2007,7527
TR,2008,6993
TT,1994,55
TT,1995,7
TT,1996,58
TT,1997,52
TT,1998,82
TT,1999,87
TT,2000,115
TT,2001,152
TT,2002,60
TT,2003,77
TT,2004,71
TT,2005,95
TT,2006,149
TT,2007,130
TT,2008,169
TV,1993,2
TV,1994,1
TV,1995,6
TV,1999,0
TV,2000,0
TV,2001,0
TV,2002,0
TV,2003,0
TV,2005,5
TV,2006,4
TV,2007,12
TV,2008,9
TZ,1980,7391
TZ,1981,7082
TZ,1982,6382
TZ,1983,6651
TZ,1984,7520
TZ,1985,8020
TZ,1986,8560
TZ,1987,9272
TZ,1988,10038
TZ,1989,10479
TZ,1990,11553
TZ,1991,12008
TZ,1992,13510
TZ,1993,15569
TZ,1994,17164
TZ,1995,19955
TZ,1996,21472
TZ,1997,22010
TZ,1998,23726
TZ,1999,24125
TZ,2000,24049
TZ,2001,24685
TZ,2002,24136
TZ,2003,24899
TZ,2004,25823
TZ,2005,25264
TZ,2006,24724
TZ,2007,24520
TZ,2008,24171
UA,1993,8314
UA,1994,8471
UA,1995,8263
UA,1996,7827
UA,1997,9533
UA,1998,10586
UA,1999,10412
UA,2000,10738
UA,2001,0
UA,2002,0
UA,2003,12785
UA,2004,0
UA,2006,14206
UA,2007,11028
UA,2008,14574
UG,1993,11949
UG,1994,14763
UG,1995,13631
UG,1996,15312
UG,1997,17254
UG,1998,18222
UG,1999,18463
UG,2000,17246
UG,2001,17291
UG,2002,19088
UG,2003,20310
UG,2004,20986
UG,2005,20559
UG,2006,20364
UG,2007,21303
UG,2008,22766
US,1993,9429
US,1994,8964
US,1995,8093
US,1996,7454
US,1997,6935
US,1998,6624
US,1999,6275
US,2000,5883
US,2001,5650
US,2002,5439
US,2003,5368
US,2004,5277
US,2005,5111
US,2006,5091
US,2007,4864
US,2008,4742
UY,1993,388
UY,1994,381
UY,1995,349
UY,1996,426
UY,1997,423
UY,1998,374
UY,1999,392
UY,2000,348
UY,2001,340
UY,2002,308
UY,2003,373
UY,2004,373
UY,2005,355
UY,2006,305
UY,2007,380
UY,2008,424
UZ,1994,7487
UZ,1995,2735
UZ,1996,3350
UZ,1997,3388
UZ,1998,3504
UZ,1999,3977
UZ,2000,3825
UZ,2001,4608
UZ,2002,4783
UZ,2003,4690
UZ,2004,5119
UZ,2005,5695
UZ,2006,7211
UZ,2007,6326
UZ,2008,5117
VC,1993,11
VC,1994,0
VC,1995,5
VC,1996,3
VC,1997,2
VC,1998,3
VC,1999,4
VC,2000,9
VC,2001,3
VC,2002,0
VC,2003,6
VC,2004,5
VC,2005,6
VC,2006,8
VC,2007,4
VC,2008,11
VE,1993,2849
VE,1994,2738
VE,1995,3056
VE,1996,3195
VE,1997,3234
VE,1998,3450
VE,1999,3670
VE,2000,3525
VE,2001,3476
VE,2002,3444
VE,2003,3882
VE,2004,3776
VE,2005,3653
VE,2006,3547
VE,2007,3392
VE,2008,3344
VG,1997,0
VG,2000,1
VG,2001,0
VG,2002,1
VG,2003,0
VG,2004,2
VG,2005,0
VG,2007,0
VI,1995,2
VI,1996,5
VN,1995,37550
VN,1996,48911
VN,1997,50016
VN,1998,54889
VN,1999,53805
VN,2000,53169
VN,2001,54238
VN,2002,56698
VN,2003,55937
VN,2004,58394
VN,2005,55492
VN,2006,56437
VN,2007,54457
VN,2008,53484
VU,1994,62
VU,1995,30
VU,1996,50
VU,1997,66
VU,1998,38
VU,1999,43
VU,2000,63
VU,2001,57
VU,2002,38
VU,2003,40
VU,2004,59
VU,2005,35
VU,2006,42
VU,2007,41
VU,2008,45
WF,1995,3
WF,1996,3
WF,1997,1
WF,2001,1
WF,2002,1
WF,2003,7
WF,2005,1
WF,2007,1
WS,1993,21
WS,1994,18
WS,1995,15
WS,1996,9
WS,1997,14
WS,1998,7
WS,1999,17
WS,2000,13
WS,2001,11
WS,2002,19
WS,2003,12
WS,2004,11
WS,2005,11
WS,2006,13
WS,2008,6
YE,1988,0
YE,1989,0
YE,1990,0
YE,1991,0
YE,1992,0
YE,1993,0
YE,1994,0
YE,1995,3681
YE,1996,4371
YE,1997,4717
YE,1998,4896
YE,1999,5427
YE,2000,5565
YE,2001,4968
YE,2002,4259
YE,2003,3793
YE,2004,3434
YE,2005,3379
YE,2006,3342
YE,2007,3537
YE,2008,3540
YU,1995,1497
YU,1996,1783
YU,1997,1702
YU,1998,1873
YU,1999,2517
YU,2000,0
YU,2001,461
YU,2002,402
YU,2003,611
YU,2004,1244
ZA,1995,23112
ZA,1996,42163
ZA,1997,54073
ZA,1998,66047
ZA,1999,72098
ZA,2000,75967
ZA,2001,83808
ZA,2002,98799
ZA,2003,116364
ZA,2004,126268
ZA,2005,125460
ZA,2006,131099
ZA,2007,135604
ZA,2008,138803
ZM,1994,9620
ZM,1995,10038
ZM,1996,12072
ZM,1999,11645
ZM,2000,12927
ZM,2001,13024
ZM,2002,16351
ZM,2003,18934
ZM,2004,17247
ZM,2005,14857
ZM,2006,14025
ZM,2007,13378
ZM,2008,13211
ZW,1993,5331
ZW,1995,8965
ZW,1996,11965
ZW,1997,14512
ZW,1998,14492
ZW,1999,14414
ZW,2000,14392
ZW,2001,15370
ZW,2002,15941
ZW,2003,14488
ZW,2004,14581
ZW,2005,13155
ZW,2006,12718
ZW,2007,10583
ZW,2008,9830
